titulo,data,resumo,link,operações,UF
 Funcionários de OS da Saúde denunciam falta de pagamento mesmo após repasses ,09/01/2019,Instituto responsável pelo HDT e Condomínio Solidariedade não teria pago parcela do 13º,https://www.ataqueaoscofrespublicos.com/noticias/funcionarios-de-os-da-saude-denunciam-falta-de-pagamento-mesmo-apos-repasses/,,GO
 Hospital terceirizado para OS vai ser alvo de auditoria no Pará ,09/01/2019,"Novo governador classifica como ”inaceitável e descabido” pagar R$ 31 milhões para a OS que vai gerir o Abelardo Santos, antes mesmo do equipamento estar pronto.
Hospital Abelardo Santos ",https://www.ataqueaoscofrespublicos.com/noticias/hospital-terceirizado-para-os-vai-ser-alvo-de-auditoria-no-para/,,PA;RJ
" Multadas em R$ 1,4 milhão empresas e OS envolvidas em fraude do repelente ",07/01/2019,Empresários beneficiados em licitação fraudulenta eram presidente e vice-presidente de OS que pagou viagem para ex-secretário,https://www.ataqueaoscofrespublicos.com/noticias/multadas-em-r-14-milhao-empresas-e-os-envolvidas-em-fraude-do-repelente/,,ES;RJ
 Entidade é condenada a devolver a grana dez anos depois ,07/01/2019,CAAT tem diversos processos junto ao TCE,https://www.ataqueaoscofrespublicos.com/noticias/entidade-e-condenada-devolver-grana-dez-anos-depois/,,
 OS gestora de Hospital Infantil mantém racionamento de comida ,04/01/2019,"Caso tem sido denunciado por trabalhadores do Hospital Infantil de Vila Velha, no Espírito Santo; empresa nega",https://www.ataqueaoscofrespublicos.com/noticias/os-gestora-de-hospital-infantil-mantem-racionamento-de-comida/,,ES
 Prefeitura de Jundiaí rescinde contrato com OS ficha suja ,03/01/2019,Mas coloca no lugar outra entidade com histórico negativo e condenada a devolver dinheiro público,https://www.ataqueaoscofrespublicos.com/noticias/prefeitura-de-jundiai-rescinde-contrato-com-os-ficha-suja/,,SP;DF;RS
 Governo põe fim à gestão por OSs em Mato Grosso ,03/01/2019,Todos os equipamentos hospitalares voltarão a ser geridos pela administração direta ou por consórcios intermunicipais,https://www.ataqueaoscofrespublicos.com/noticias/governo-poe-fim-a-gestao-por-oss-em-mato-grosso/,,MT
 Empresa de Caraguatatuba assume a Saúde de Arujá ,03/01/2019,A sangria de dinheiro público pago a empresas que terceirizam o serviço além de não resolver o problema adoece as finanças do município,https://www.ataqueaoscofrespublicos.com/noticias/empresa-de-caraguatatuba-assume-saude-de-aruja/,Operação Ouro Verde,SP;PA
" Agredido por ladrões, irmão do ex-jogador Baiano morre após ser liberado na UPA e retornar pior ",27/12/2018,"O camelô levou pancadas de assaltantes, procurou atendimento na unidade terceirizada pela FUABC e foi liberado. O quadro se agravou e ele retornou, mas já era tarde. O IML constatou hemorragia.",https://www.ataqueaoscofrespublicos.com/noticias/agredido-por-ladroes-irmao-do-ex-jogador-baiano-morre-apos-ser-liberado-na-upa-e-retornar-pior/,,
 Calote em Guarujá: terceirizados da Pró-Vida não tiveram ceia digna neste Natal ,26/12/2018,"Empresa continua devendo direitos; profissionais contratados pela organização social que gerencia as Unidades de Saúde da Família não receberam o vale-alimentação de R$ 450,00. ",https://www.ataqueaoscofrespublicos.com/noticias/calote-em-guaruja-terceirizados-da-pro-vida-nao-tiveram-ceia-digna-neste-natal/,,SP
 Prefeito de Mauá usou FUABC para empregar cunhado ,26/12/2018,Organização Social é a mesma que atua na UPA Central de Santos e que é alvo de ação popular em Praia Grande ,https://www.ataqueaoscofrespublicos.com/noticias/prefeito-de-maua-usou-fuabc-para-empregar-cunhado/,Operação Trato Feito,SP
 UPA Central encerra o ano mostrando o engodo que foi o modelo de gestão por OS ,26/12/2018,A avalanche de críticas dos usuários sobre o atendimento mostra que o modelo de gestão é um fracasso administrativo e financeiro. ,https://www.ataqueaoscofrespublicos.com/noticias/upa-central-encerra-o-ano-mostrando-o-engodo-que-foi-o-modelo-de-gestao-por-os/,,
 Juiz da Lava Jato solta empresário da OS Pró-Saúde envolvido em desvios na saúde ,20/12/2018,"Alexandre Simões estava preso desde 31 de agosto, após der capturado na Operação SOS",https://www.ataqueaoscofrespublicos.com/noticias/juiz-da-lava-jato-solta-empresario-da-os-pro-saude-envolvido-em-desvios-na-saude/,,RJ;RS
" Após pressão, Prefeitura de Nova Friburgo retira projeto de OSs da pauta ",20/12/2018,Temor de desgate teria motivado a Prefeitura a desistir de projeto que prevê terceirização,https://www.ataqueaoscofrespublicos.com/noticias/apos-pressao-prefeitura-de-nova-friburgo-retira-projeto-de-oss-da-pauta/,,RJ
" SPDM impedida de assumir do Hospital Irmã Dulce, em Praia Grande (SP) ",19/12/2018,"Execução de contrato de nova gestora foi suspenso pela Justiça, em processo movido pela atual OS, a Fundação do ABC. ",https://www.ataqueaoscofrespublicos.com/noticias/spdm-impedida-de-assumir-do-hospital-irma-dulce-em-praia-grande-sp/,,SP
 OSs na Saúde: Hospitais terceirizados gastam mais e acumulam problemas ,18/12/2018,"Segundo levantamento, Hospital Infantil de Vila Velha e HEUE, no Espírito Santo, recebem cada vez mais recursos públicos sem melhorias concretas",https://www.ataqueaoscofrespublicos.com/noticias/oss-na-saude-hospitais-terceirizados-gastam-mais-e-acumulam-problemas/,,ES
" Quem é o empresário ligado à OS Cruz Vermelha, preso por fraudes contra saúde pública ",18/12/2018,"Além do empresário, outras 10 pessoas são acusadas de desviar pelo menos R$ 15 milhões dos cofres públicos",https://www.ataqueaoscofrespublicos.com/noticias/quem-e-o-empresario-ligado-os-cruz-vermelha-preso-por-fraudes-contra-saude-publica/,Operação Calvário,GO;PB;RJ;RS;SE
 Secretaria de Cultura rescinde contrato com OS que gere o Theatro Municipal de SP ,17/12/2018,"Segundo a Secretaria de Cultura, Rompimento ocorreu por falta de transparência do Instituto Odeon",https://www.ataqueaoscofrespublicos.com/noticias/secretaria-de-cultura-rescinde-contrato-com-os-que-gere-o-theatro-municipal-de-sp/,,SP
 Creches conveniadas de Santos têm contas reprovadas ,17/12/2018,Transferência de recursos para o terceiro setor por meio dos termos de fomento é mais uma modalidade de terceirização sem transparência e sem controle,https://www.ataqueaoscofrespublicos.com/noticias/creches-conveniadas-de-santos-tem-contas-reprovadas/,,
 Prefeito de Santos falta com a verdade ao atribuir melhoria da taxa de mortalidade infantil à OS ,14/12/2018,Paulo Alexandre disse que melhoria nos indicadores está atrelada à empresa contratada para gerir o Hospital dos Estivadores,https://www.ataqueaoscofrespublicos.com/noticias/prefeito-de-santos-falta-com-a-verdade-ao-atribuir-melhoria-da-taxa-de-mortalidade-infantil-a-os/,,
 OS Gamp envolvida em desvios via contratos da saúde que chegam a R$ 1 bilhão em Canoas (RS) ,12/12/2018,"Operação do MP aconteceu em cinco estados: RS, SC, SP, RJ e no PA. Foram presas três pessoas, entre elas o mentor do esquema e a presidente do Grupo de Apoio à Medicina Preventiva e à Saúde Pública (Gamp). ",https://www.ataqueaoscofrespublicos.com/noticias/os-gamp-envolvida-em-desvios-via-contratos-da-saude-que-chegam-r-1-bilhao-em-canoas-rs/,,RS;SP;PA;RJ;SC
" MP recomenda que prefeito de Jundiaí rescinda contrato com OS Gamp, acusada de esquema criminoso no Sul ",12/12/2018,OS é acusada de chefiar esquema que levou prejuízo ao município de Canoas (RS),https://www.ataqueaoscofrespublicos.com/noticias/mp-recomenda-que-prefeito-de-jundiai-rescinda-contrato-com-os-gamp-acusada-de-esquema-criminoso-no-sul/,,SP;RS
" MPF acusa Governador de Pernambuco e secretário de Saúde de improbidade; repasses a OSs chegam a R$ 1,2 bi ",12/12/2018,Ministério Público Federal acionou Paulo Câmara e disse que não existe transparência nos gastos com saúde terceirizada no Estado,https://www.ataqueaoscofrespublicos.com/noticias/mpf-acusa-governador-de-pernambuco-e-secretario-de-saude-de-improbidade-repasses-a-oss-chegam-a-r-12-bi/,,PE
 Gaeco: OS Vitale teria pago propina a dois secretários de Várzea Paulista ,12/12/2018,Gravações mostram os diretores da organização social em depoimento de delação premiada. Investigação começou em novembro de 2017 em Campinas,https://www.ataqueaoscofrespublicos.com/noticias/gaeco-os-vitale-teria-pago-propina-dois-secretarios-de-varzea-paulista/,Operação Ouro Verde,SP
" OS terá de devolver R$ 2,8 milhões ao Governo da Paraíba ",10/12/2018,Diretores de Instituto também foram multados e processo segue para o Ministério Público,https://www.ataqueaoscofrespublicos.com/noticias/os-tera-de-devolver-r-28-milhoes-ao-governo-da-paraiba/,,PB
 Mulher dá a luz no chão de hospital terceirizado por falta de atendimento ,10/12/2018,Não tinha médico de plantão disponível; profissionais estão com salários atrasados e sem 13º,https://www.ataqueaoscofrespublicos.com/noticias/mulher-da-luz-no-chao-de-hospital-terceirizado-por-falta-de-atendimento/,,RJ
 CGU aponta favorecimento na contratação de OS pela Prefeitura de Santarém (PA) ,10/12/2018,O IPG contratado pelo município para gerir o HMS e a UPA 24H não teria cumprido pré-requisitos do edital.,https://www.ataqueaoscofrespublicos.com/noticias/cgu-aponta-favorecimento-na-contratacao-de-os-pela-prefeitura-de-santarem-pa/,,PA
 OSs no AM: Justiça decreta mais duas prisões preventivas de réus da Maus Caminhos ,07/12/2018,Mouhamad Moustafa e Gilberto Aguiar descumpriram decisão judicial que proibia comunicação entre eles; há indícios de que Gilberto possuía informações sigilosas sobre a Operação Cashback,https://www.ataqueaoscofrespublicos.com/noticias/oss-no-am-justica-decreta-mais-duas-prisoes-preventivas-de-reus-da-maus-caminhos/,Operação Cashback,AM
 OS Vitale: prefeito de Campinas (SP) vira oficialmente alvo de Comissão Processante (CP) ,07/12/2018,"Comissão vai apurar o envolvimento dele no escândalo de desvio de verba do Hospital Ouro Verde, por meio da terceirização da gestão para a Organização Social Vitale Saúde",https://www.ataqueaoscofrespublicos.com/noticias/os-vitale-prefeito-de-campinas-sp-vira-oficialmente-alvo-de-comissao-processante-cp/,,SP;PR
 Funcionários de OS no Rio protestam após serem demitidos sem salário e indenização ,07/12/2018,"Mais de mil trabalhadores da organização social Viva Rio foram demitidos em massa sem salário e sem 13º; Prefeitura lava as mãos e diz que OS, multada em R$ 23  milhões, que se vire",https://www.ataqueaoscofrespublicos.com/noticias/6181-2/,,RJ
" Réu, vereador consegue emplacar irmã em hospital controlado por OS ",07/12/2018,"Parente de Ronaldo de Castro, Raquel de Castro Gagliano, está em posto de livre nomeação via FUABC no Centro Hospitalar Municipal de Santo André",https://www.ataqueaoscofrespublicos.com/noticias/reu-vereador-consegue-emplacar-irma-em-hospital-controlado-por-os/,,
 Funcionários da Pró-Vida seguem sem perspectiva de receber em dia ,05/12/2018,Profissionais estão sem vale alimentação e dizem que já informações extra oficiais de que o salário de novembro e o 13º podem chegar só às vésperas do Natal,https://www.ataqueaoscofrespublicos.com/noticias/funcionarios-da-pro-vida-seguem-sem-perspectiva-de-receber-em-dia/,,
" Terceirização e precarização na Vila Criativa da Vila Progresso, em Santos ",05/12/2018,"Segundo denúncias, além de apresentar problemas estruturais, o equipamento é tocado quase que exclusivamente por frentes de trabalho ",https://www.ataqueaoscofrespublicos.com/noticias/terceirizacao-e-precarizacao-na-vila-criativa-da-vila-progresso-em-santos/,,
" Terceirizados da Pró-Vida, OS que atuam em Guarujá, não recebem 13º ",03/12/2018,Funcionários dizem que até agora o benefício não foi depositado; outros benefícios como INSS e FGTS não estariam sendo depositados. ,https://www.ataqueaoscofrespublicos.com/noticias/terceirizados-da-pro-vida-os-que-atuam-em-guaruja-nao-recebem-13o/,,
 Presidente do Conselho de Saúde é alvo de representação no MP ,03/12/2018,"Conselheiro suplente acusa presidente Luiz Antônio da Silva de vínculo econômico com o Executivo, por ser beneficiário de um contrato de locação junto à Secretaria de Saúde. ",https://www.ataqueaoscofrespublicos.com/noticias/presidente-do-conselho-de-saude-e-alvo-de-representacao-no-mp/,,
 Lutadores de Cuiabá (MT) protestam contra a terceirização de PS ,30/11/2018,"Manifestantes fizeram ato em frente ao PS de Cuiabá, no último dia 28, para denunciar à população tragédia que é ter OSs na saúde",https://www.ataqueaoscofrespublicos.com/noticias/lutadores-de-cuiaba-mt-protestam-contra-terceirizacao-de-ps/,,
 OS gestora de hospital em Goiás é investigada pelo MP de São Paulo ,30/11/2018,Hospital de Urgências de Trindade (GO) passou a ser administrado esta semana por instituto que teve contrato rescindido após suspeita de irregularidades,https://www.ataqueaoscofrespublicos.com/noticias/os-gestora-de-hospital-em-goias-e-investigada-pelo-mp-de-sao-paulo/,,GO;SP;MT
 Justiça manda intervir em hospital comandado por OS em MT ,30/11/2018,"OS diz que Estado lhe deve, mas o Governo nega, alegando que o Instituto descumpriu diversas metas",https://www.ataqueaoscofrespublicos.com/noticias/justica-manda-intervir-em-hospital-comandado-por-os-em-mt/,,MT
 UPA ZN: SPDM e Santa Casa de Santos entram na disputa pela gestão terceirizada ,29/11/2018,Outras OSs já qualificadas ostentam histórico complicado,https://www.ataqueaoscofrespublicos.com/noticias/upa-zn-spdm-e-santa-casa-de-santos-entram-na-disputa-pela-gestao-terceirizada/,,SP;SC;RJ;PR;TO;ES;GO;PA
 Terceirização na Saúde: Câmara aprova Comissão Processante contra o prefeito de Campinas ,27/11/2018,"Por unanimidade, vereadores vão apurar responsabilidade de Jonas Donizette sobre os desvios de verbas no Hospital Ouro Verde, onde a Vitale Saúde era a OS; último procurado em operação foi preso ",https://www.ataqueaoscofrespublicos.com/noticias/terceirizacao-na-saude-camara-aprova-comissao-processante-contra-o-prefeito-de-campinas/,Operação Ouro Verde,SP
 FUABC: pacientes e funcionários do Irmã Dulce ficam sem almoço ,26/11/2018,Sindicato denuncia que nesta segunda (26) foi servido apenas uma sopa rala. Foto: assessoria de imprensa do Sintercub,https://www.ataqueaoscofrespublicos.com/noticias/fuabc-pacientes-e-funcionarios-do-irma-dulce-ficam-sem-almoco/,,
 Prefeitura de Mauá classifica como “negligência” a atuação da FUABC ,26/11/2018,"Segundo a administração municipal, a situação coloca em risco Saúde de Mauá",https://www.ataqueaoscofrespublicos.com/noticias/prefeitura-de-maua-classifica-como-negligencia-atuacao-da-fuabc/,,SP
 Bancada evangélica quer acelerar terceirização da Saúde no Brasil ,26/11/2018,Deputados eleitos fizeram documento que pede que 1.138 UPAs e UBSs sejam geridas por entidades privadas,https://www.ataqueaoscofrespublicos.com/noticias/bancada-evangelica-quer-acelerar-terceirizacao-da-saude-no-brasil/,,
" Em delação, dono de OS diz que secretário de Campinas exigiu contratação de laboratório onde esposa atuava ",23/11/2018,"Daniel Augusto Gonsales Câmara , acusado de ser o ‘verdadeiro dono’ da organização social Vitale, administradora do hospital Ouro Verde, revelou que secretário exigiu contratação de um laboratório no qual sua mulher era funcionária",https://www.ataqueaoscofrespublicos.com/noticias/em-delacao-dono-de-os-diz-que-secretario-de-campinas-exigiu-contratacao-de-laboratorio-onde-esposa-atuava/,Operação Ouro Verde;Operação Ouro Verde A,
